empresaCNPJ;codigoConta;saldoDia;dataBase
CNPJ10___;1844510009;17821,35;04/02/2026
CNPJ10___;1844515004;22060,83;04/02/2026
CNPJ10___;1844520006;21930,98;04/02/2026
CNPJ10___;1989045006;46142,56;04/02/2026
CNPJ10___;3044500006;31925,77;04/02/2026
CNPJ10___;3044600009;23735,9;04/02/2026
CNPJ10___;3044610006;26777,99;04/02/2026
CNPJ10___;3044615001;32328,46;04/02/2026
CNPJ10___;3044620003;35939,81;04/02/2026
CNPJ10___;3044700002;29825,48;04/02/2026
CNPJ10___;3044710009;16826,99;04/02/2026
CNPJ10___;3044720006;17905,91;04/02/2026
CNPJ10___;3046020003;35604,09;04/02/2026
CNPJ11___;1844500002;272583,49;04/02/2026
CNPJ11___;1844510009;123705,75;04/02/2026
CNPJ11___;1844515004;399791,67;04/02/2026
CNPJ11___;1844520006;204433,98;04/02/2026
CNPJ11___;1989045006;342709,18;04/02/2026
CNPJ11___;3044500006;59069,49;04/02/2026
CNPJ11___;3044600009;121748,31;04/02/2026
CNPJ11___;3044610006;383863,7;04/02/2026
CNPJ11___;3044615001;329084,6;04/02/2026
CNPJ11___;3044620003;458340,14;04/02/2026
CNPJ11___;3044700002;231552,24;04/02/2026
CNPJ11___;3044710009;72217,42;04/02/2026
CNPJ11___;3044720006;359862,0;04/02/2026
CNPJ11___;3046020003;300317,22;04/02/2026
CNPJ12___;1844500002;831270,0;04/02/2026
CNPJ12___;1844510009;4947681,18;04/02/2026
CNPJ12___;1844515004;4800265,0;04/02/2026
CNPJ12___;1844520006;2265923,71;04/02/2026
CNPJ12___;1989045006;1942828,16;04/02/2026
CNPJ12___;3044500006;3259381,82;04/02/2026
CNPJ12___;3044600009;2624198,99;04/02/2026
CNPJ12___;3044610006;831354,09;04/02/2026
CNPJ12___;3044615001;4720698,89;04/02/2026
CNPJ12___;3044620003;4813873,96;04/02/2026
CNPJ12___;3044700002;1408787,68;04/02/2026
CNPJ12___;3044710009;709905,98;04/02/2026
CNPJ12___;3044720006;3039308,73;04/02/2026
CNPJ12___;3046020003;3229444,99;04/02/2026
CNPJ13___;1844500002;129039,18;04/02/2026
CNPJ13___;1844510009;272043,48;04/02/2026
CNPJ13___;1844515004;258708,03;04/02/2026
CNPJ13___;1844520006;262710,78;04/02/2026
CNPJ13___;1989045006;169186,14;04/02/2026
CNPJ13___;3044500006;96013,51;04/02/2026
CNPJ13___;3044600009;372602,44;04/02/2026
CNPJ13___;3044610006;360938,33;04/02/2026
CNPJ13___;3044615001;360533,52;04/02/2026
CNPJ13___;3044620003;325329,2;04/02/2026
CNPJ13___;3044700002;321541,44;04/02/2026
CNPJ13___;3044710009;370286,57;04/02/2026
CNPJ13___;3044720006;377119,39;04/02/2026
CNPJ13___;3046020003;135209,56;04/02/2026
CNPJ14___;1844500002;452892,99;04/02/2026
CNPJ14___;1844510009;351465,74;04/02/2026
CNPJ14___;1844515004;172222,05;04/02/2026
CNPJ14___;1844520006;461293,07;04/02/2026
CNPJ14___;1989045006;326565,16;04/02/2026
CNPJ14___;3044500006;138007,44;04/02/2026
CNPJ14___;3044600009;65716,27;04/02/2026
CNPJ14___;3044610006;333360,33;04/02/2026
CNPJ14___;3044615001;125202,7;04/02/2026
CNPJ14___;3044620003;367337,22;04/02/2026
CNPJ14___;3044700002;51535,9;04/02/2026
CNPJ14___;3044710009;252208,48;04/02/2026
CNPJ14___;3044720006;426241,38;04/02/2026
CNPJ14___;3046020003;229453,19;04/02/2026
CNPJ15___;1844500002;28948,48;04/02/2026
CNPJ15___;1844510009;49626,41;04/02/2026
CNPJ15___;1844515004;1631,48;04/02/2026
CNPJ15___;1844520006;47696,48;04/02/2026
CNPJ15___;1989045006;31005,0;04/02/2026
CNPJ15___;3044500006;36270,27;04/02/2026
CNPJ15___;3044600009;20140,93;04/02/2026
CNPJ15___;3044610006;32798,98;04/02/2026
CNPJ15___;3044615001;23567,68;04/02/2026
CNPJ15___;3044620003;1097,64;04/02/2026
CNPJ15___;3044700002;15217,31;04/02/2026
CNPJ15___;3044710009;32552,28;04/02/2026
CNPJ15___;3044720006;23497,52;04/02/2026
CNPJ15___;3046020003;44228,0;04/02/2026
CNPJ16___;1844500002;1082867,46;04/02/2026
CNPJ16___;1844510009;3097211,04;04/02/2026
CNPJ16___;1844515004;1369954,67;04/02/2026
CNPJ16___;1844520006;1204159,51;04/02/2026
CNPJ16___;1989045006;1543953,46;04/02/2026
CNPJ16___;3044500006;1939397,48;04/02/2026
CNPJ16___;3044600009;2227090,23;04/02/2026
CNPJ16___;3044610006;3249433,44;04/02/2026
CNPJ16___;3044615001;4006823,2;04/02/2026
CNPJ16___;3044620003;3555344,36;04/02/2026
CNPJ16___;3044700002;1855806,87;04/02/2026
CNPJ16___;3044710009;1670039,29;04/02/2026
CNPJ16___;3044720006;2164744,29;04/02/2026
CNPJ16___;3046020003;532815,89;04/02/2026
CNPJ17___;1844500002;25882,45;04/02/2026
CNPJ17___;1844510009;5162,69;04/02/2026
CNPJ17___;1844515004;2131,64;04/02/2026
CNPJ17___;1844520006;3221,61;04/02/2026
CNPJ17___;1989045006;49511,05;04/02/2026
CNPJ17___;3044500006;30960,06;04/02/2026
CNPJ17___;3044600009;18548,4;04/02/2026
CNPJ17___;3044610006;25716,99;04/02/2026
CNPJ17___;3044615001;37848,05;04/02/2026
CNPJ17___;3044620003;44051,99;04/02/2026
CNPJ17___;3044700002;31688,06;04/02/2026
CNPJ17___;3044710009;37435,78;04/02/2026
CNPJ17___;3044720006;25893,65;04/02/2026
CNPJ17___;3046020003;30823,88;04/02/2026
CNPJ18___;1844500002;32730,63;04/02/2026
CNPJ18___;1844510009;24694,62;04/02/2026
CNPJ18___;1844515004;2791,49;04/02/2026
CNPJ18___;1844520006;26707,35;04/02/2026
CNPJ18___;1989045006;16878,47;04/02/2026
CNPJ18___;3044500006;39374,36;04/02/2026
CNPJ18___;3044600009;5819,85;04/02/2026
CNPJ18___;3044610006;43683,53;04/02/2026
CNPJ18___;3044615001;10816,41;04/02/2026
CNPJ18___;3044620003;14565,46;04/02/2026
CNPJ18___;3044700002;15047,65;04/02/2026
CNPJ18___;3044710009;38676,22;04/02/2026
CNPJ18___;3044720006;44388,56;04/02/2026
CNPJ18___;3046020003;21022,07;04/02/2026
CNPJ19___;1844500002;44073,28;04/02/2026
CNPJ19___;1844510009;10445,34;04/02/2026
CNPJ19___;1844515004;4346,54;04/02/2026
CNPJ19___;1844520006;23649,68;04/02/2026
CNPJ19___;1989045006;16612,66;04/02/2026
CNPJ19___;3044500006;46494,55;04/02/2026
CNPJ19___;3044600009;24321,58;04/02/2026
CNPJ19___;3044610006;9058,77;04/02/2026
CNPJ19___;3044615001;37495,91;04/02/2026
CNPJ19___;3044620003;40680,93;04/02/2026
CNPJ19___;3044700002;44011,33;04/02/2026
CNPJ19___;3044710009;19080,72;04/02/2026
CNPJ19___;3044720006;2106,63;04/02/2026
CNPJ19___;3046020003;22003,11;04/02/2026
CNPJ20___;1844500002;14460,66;04/02/2026
CNPJ20___;1844510009;31637,29;04/02/2026
CNPJ20___;1844515004;10532,6;04/02/2026
CNPJ20___;1844520006;47757,62;04/02/2026
CNPJ20___;1989045006;31196,03;04/02/2026
CNPJ20___;3044500006;5206,15;04/02/2026
CNPJ20___;3044600009;35935,14;04/02/2026
CNPJ20___;3044610006;13781,66;04/02/2026
CNPJ20___;3044615001;15692,63;04/02/2026
CNPJ20___;3044620003;42716,95;04/02/2026
CNPJ20___;3044700002;3225,57;04/02/2026
CNPJ20___;3044710009;47125,82;04/02/2026
CNPJ20___;3044720006;40897,86;04/02/2026
CNPJ20___;3046020003;42865,88;04/02/2026
CNPJ21___;1844500002;88368,36;04/02/2026
CNPJ21___;1844510009;232290,0;04/02/2026
CNPJ21___;1844515004;442004,84;04/02/2026
CNPJ21___;1844520006;122934,01;04/02/2026
CNPJ21___;1989045006;81077,36;04/02/2026
CNPJ21___;3044500006;207698,79;04/02/2026
CNPJ21___;3044600009;155492,0;04/02/2026
CNPJ21___;3044610006;474910,32;04/02/2026
CNPJ21___;3044615001;232190,32;04/02/2026
CNPJ21___;3044620003;174336,55;04/02/2026
CNPJ21___;3044700002;376441,96;04/02/2026
CNPJ21___;3044710009;499949,5;04/02/2026
CNPJ21___;3044720006;249577,31;04/02/2026
CNPJ21___;3046020003;412675,53;04/02/2026
CNPJ22___;1844500002;369465,51;04/02/2026
CNPJ22___;1844510009;249910,92;04/02/2026
CNPJ22___;1844515004;81416,83;04/02/2026
CNPJ22___;1844520006;360482,77;04/02/2026
CNPJ22___;1989045006;467436,67;04/02/2026
CNPJ22___;3044500006;498894,04;04/02/2026
CNPJ22___;3044600009;395676,17;04/02/2026
CNPJ22___;3044610006;64416,22;04/02/2026
CNPJ22___;3044615001;165718,92;04/02/2026
CNPJ22___;3044620003;219350,84;04/02/2026
CNPJ22___;3044700002;329073,55;04/02/2026
CNPJ22___;3044710009;106447,05;04/02/2026
CNPJ22___;3044720006;315864,24;04/02/2026
CNPJ22___;3046020003;362293,89;04/02/2026
CNPJ23___;1844500002;46702,44;04/02/2026
CNPJ23___;1844510009;46471,14;04/02/2026
CNPJ23___;1844515004;49798,18;04/02/2026
CNPJ23___;1844520006;33011,5;04/02/2026
CNPJ23___;1989045006;48547,39;04/02/2026
CNPJ23___;3044500006;19992,84;04/02/2026
CNPJ23___;3044600009;29522,73;04/02/2026
CNPJ23___;3044610006;31793,24;04/02/2026
CNPJ23___;3044615001;46489,78;04/02/2026
CNPJ23___;3044620003;28131,97;04/02/2026
CNPJ23___;3044700002;19775,79;04/02/2026
CNPJ23___;3044710009;13248,79;04/02/2026
CNPJ23___;3044720006;28290,0;04/02/2026
CNPJ23___;3046020003;14901,18;04/02/2026
CNPJ24___;1844500002;449967,4;04/02/2026
CNPJ24___;1844510009;394643,15;04/02/2026
CNPJ24___;1844515004;315874,13;04/02/2026
CNPJ24___;1844520006;489408,42;04/02/2026
CNPJ24___;1989045006;264960,89;04/02/2026
CNPJ24___;3044500006;332981,12;04/02/2026
CNPJ24___;3044600009;124836,31;04/02/2026
CNPJ24___;3044610006;325052,9;04/02/2026
CNPJ24___;3044615001;415192,54;04/02/2026
CNPJ24___;3044620003;388987,24;04/02/2026
CNPJ24___;3044700002;144707,41;04/02/2026
CNPJ24___;3044710009;178802,14;04/02/2026
CNPJ24___;3044720006;398269,56;04/02/2026
CNPJ24___;3046020003;171352,44;04/02/2026
CNPJ25___;1844500002;44191,1;04/02/2026
CNPJ25___;1844510009;45052,24;04/02/2026
CNPJ25___;1844515004;47127,74;04/02/2026
CNPJ25___;1844520006;4853,13;04/02/2026
CNPJ25___;1989045006;1691,7;04/02/2026
CNPJ25___;3044500006;11455,14;04/02/2026
CNPJ25___;3044600009;48894,69;04/02/2026
CNPJ25___;3044610006;45111,72;04/02/2026
CNPJ25___;3044615001;11340,08;04/02/2026
CNPJ25___;3044620003;15610,31;04/02/2026
CNPJ25___;3044700002;17158,56;04/02/2026
CNPJ25___;3044710009;20477,75;04/02/2026
CNPJ25___;3044720006;3882,83;04/02/2026
CNPJ25___;3046020003;10912,04;04/02/2026
CNPJ26___;1844500002;10657,94;04/02/2026
CNPJ26___;1844510009;31474,36;04/02/2026
CNPJ26___;1844515004;20036,29;04/02/2026
CNPJ26___;1844520006;12829,33;04/02/2026
CNPJ26___;1989045006;38207,22;04/02/2026
CNPJ26___;3044500006;21555,57;04/02/2026
CNPJ26___;3044600009;15688,44;04/02/2026
CNPJ26___;3044610006;42130,77;04/02/2026
CNPJ26___;3044615001;5016,63;04/02/2026
CNPJ26___;3044620003;32207,26;04/02/2026
CNPJ26___;3044700002;32289,71;04/02/2026
CNPJ26___;3044710009;10573,17;04/02/2026
CNPJ26___;3044720006;36267,55;04/02/2026
CNPJ26___;3046020003;19071,02;04/02/2026
CNPJ27___;1844500002;2592098,2;04/02/2026
CNPJ27___;1844510009;4653364,21;04/02/2026
CNPJ27___;1844515004;4760405,67;04/02/2026
CNPJ27___;1844520006;2144662,55;04/02/2026
CNPJ27___;1989045006;2713547,7;04/02/2026
CNPJ27___;3044500006;4094642,96;04/02/2026
CNPJ27___;3044600009;984016,74;04/02/2026
CNPJ27___;3044610006;3804818,7;04/02/2026
CNPJ27___;3044615001;1475303,26;04/02/2026
CNPJ27___;3044620003;687715,49;04/02/2026
CNPJ27___;3044700002;3475142,11;04/02/2026
CNPJ27___;3044710009;3751718,8;04/02/2026
CNPJ27___;3044720006;1871757,63;04/02/2026
CNPJ27___;3046020003;2721815,04;04/02/2026
CNPJ28___;1844500002;102581,57;04/02/2026
CNPJ28___;1844510009;252982,52;04/02/2026
CNPJ28___;1844515004;311309,58;04/02/2026
CNPJ28___;1844520006;342237,78;04/02/2026
CNPJ28___;1989045006;129807,46;04/02/2026
CNPJ28___;3044500006;271862,54;04/02/2026
CNPJ28___;3044600009;316700,73;04/02/2026
CNPJ28___;3044610006;361778,24;04/02/2026
CNPJ28___;3044615001;436648,98;04/02/2026
CNPJ28___;3044620003;435089,55;04/02/2026
CNPJ28___;3044700002;426311,45;04/02/2026
CNPJ28___;3044710009;425551,73;04/02/2026
CNPJ28___;3044720006;69872,36;04/02/2026
CNPJ28___;3046020003;170122,36;04/02/2026
CNPJ29___;1844500002;39110,49;04/02/2026
CNPJ29___;1844510009;19769,35;04/02/2026
CNPJ29___;1844515004;9822,99;04/02/2026
CNPJ29___;1844520006;26865,83;04/02/2026
CNPJ29___;1989045006;25850,57;04/02/2026
CNPJ29___;3044500006;11537,73;04/02/2026
CNPJ29___;3044600009;31201,32;04/02/2026
CNPJ29___;3044610006;1904,56;04/02/2026
CNPJ29___;3044615001;19425,31;04/02/2026
CNPJ29___;3044620003;15543,68;04/02/2026
CNPJ29___;3044700002;32199,67;04/02/2026
CNPJ29___;3044710009;36525,27;04/02/2026
CNPJ29___;3044720006;3335,51;04/02/2026
CNPJ29___;3046020003;5417,01;04/02/2026
CNPJ30___;1844500002;401138,38;04/02/2026
CNPJ30___;1844510009;338782,58;04/02/2026
CNPJ30___;1844515004;282561,07;04/02/2026
CNPJ30___;1844520006;179059,62;04/02/2026
CNPJ30___;1989045006;294047,09;04/02/2026
CNPJ30___;3044500006;432181,85;04/02/2026
CNPJ30___;3044600009;66361,66;04/02/2026
CNPJ30___;3044610006;322184,36;04/02/2026
CNPJ30___;3044615001;484932,66;04/02/2026
CNPJ30___;3044620003;307245,08;04/02/2026
CNPJ30___;3044700002;492251,83;04/02/2026
CNPJ30___;3044710009;422027,12;04/02/2026
CNPJ30___;3044720006;185334,89;04/02/2026
CNPJ30___;3046020003;393436,67;04/02/2026
CNPJ31___;1844500002;5825,14;04/02/2026
CNPJ31___;1844510009;37640,85;04/02/2026
CNPJ31___;1844515004;30918,17;04/02/2026
CNPJ31___;1844520006;31969,93;04/02/2026
CNPJ31___;1989045006;16973,66;04/02/2026
CNPJ31___;3044500006;15009,64;04/02/2026
CNPJ31___;3044600009;2592,01;04/02/2026
CNPJ31___;3044610006;1870,76;04/02/2026
CNPJ31___;3044615001;2786,29;04/02/2026
CNPJ31___;3044620003;21064,03;04/02/2026
CNPJ31___;3044700002;4657,73;04/02/2026
CNPJ31___;3044710009;16905,5;04/02/2026
CNPJ31___;3044720006;25581,65;04/02/2026
CNPJ31___;3046020003;19707,61;04/02/2026
CNPJ32___;1844500002;220767,87;04/02/2026
CNPJ32___;1844510009;317635,58;04/02/2026
CNPJ32___;1844515004;225636,3;04/02/2026
CNPJ32___;1844520006;313410,55;04/02/2026
CNPJ32___;1989045006;440389,46;04/02/2026
CNPJ32___;3044500006;263135,32;04/02/2026
CNPJ32___;3044600009;157910,56;04/02/2026
CNPJ32___;3044610006;75864,26;04/02/2026
CNPJ32___;3044615001;370754,25;04/02/2026
CNPJ32___;3044620003;299309,43;04/02/2026
CNPJ32___;3044700002;135379,18;04/02/2026
CNPJ32___;3044710009;102352,95;04/02/2026
CNPJ32___;3044720006;100047,19;04/02/2026
CNPJ32___;3046020003;225829,71;04/02/2026
CNPJ33___;1844500002;4941253,66;04/02/2026
CNPJ33___;1844510009;552003,08;04/02/2026
CNPJ33___;1844515004;865842,55;04/02/2026
CNPJ33___;1844520006;4784094,79;04/02/2026
CNPJ33___;1989045006;3411690,36;04/02/2026
CNPJ33___;3044500006;3671108,83;04/02/2026
CNPJ33___;3044600009;4810320,95;04/02/2026
CNPJ33___;3044610006;1395881,48;04/02/2026
CNPJ33___;3044615001;1094566,64;04/02/2026
CNPJ33___;3044620003;1833213,27;04/02/2026
CNPJ33___;3044700002;1525930,69;04/02/2026
CNPJ33___;3044710009;3817891,63;04/02/2026
CNPJ33___;3044720006;4771694,89;04/02/2026
CNPJ33___;3046020003;3702769,11;04/02/2026
CNPJ34___;1844500002;3158,92;04/02/2026
CNPJ34___;1844510009;17521,8;04/02/2026
CNPJ34___;1844515004;15991,81;04/02/2026
CNPJ34___;1844520006;24618,03;04/02/2026
CNPJ34___;1989045006;5933,99;04/02/2026
CNPJ34___;3044500006;5186,38;04/02/2026
CNPJ34___;3044600009;13829,69;04/02/2026
CNPJ34___;3044610006;47395,21;04/02/2026
CNPJ34___;3044615001;3818,38;04/02/2026
CNPJ34___;3044620003;38034,79;04/02/2026
CNPJ34___;3044700002;35996,04;04/02/2026
CNPJ34___;3044710009;1928,01;04/02/2026
CNPJ34___;3044720006;39605,68;04/02/2026
CNPJ34___;3046020003;14997,79;04/02/2026
CNPJ35___;1844500002;412033,92;04/02/2026
CNPJ35___;1844510009;447149,72;04/02/2026
CNPJ35___;1844515004;328417,41;04/02/2026
CNPJ35___;1844520006;331157,26;04/02/2026
CNPJ35___;1989045006;86090,98;04/02/2026
CNPJ35___;3044500006;386426,25;04/02/2026
CNPJ35___;3044600009;337680,88;04/02/2026
CNPJ35___;3044610006;175519,28;04/02/2026
CNPJ35___;3044615001;98315,72;04/02/2026
CNPJ35___;3044620003;230845,3;04/02/2026
CNPJ35___;3044700002;234924,87;04/02/2026
CNPJ35___;3044710009;112759,4;04/02/2026
CNPJ35___;3044720006;144950,74;04/02/2026
CNPJ35___;3046020003;375054,69;04/02/2026
CNPJ36___;1844500002;374196,74;04/02/2026
CNPJ36___;1844510009;353495,29;04/02/2026
CNPJ36___;1844515004;423209,62;04/02/2026
CNPJ36___;1844520006;212435,1;04/02/2026
CNPJ36___;1989045006;207663,82;04/02/2026
CNPJ36___;3044500006;152750,61;04/02/2026
CNPJ36___;3044600009;354524,9;04/02/2026
CNPJ36___;3044610006;334410,58;04/02/2026
CNPJ36___;3044615001;111058,37;04/02/2026
CNPJ36___;3044620003;492614,72;04/02/2026
CNPJ36___;3044700002;175230,15;04/02/2026
CNPJ36___;3044710009;371319,6;04/02/2026
CNPJ36___;3044720006;440489,62;04/02/2026
CNPJ36___;3046020003;119392,49;04/02/2026
CNPJ37___;1844500002;357877,62;04/02/2026
CNPJ37___;1844510009;51421,14;04/02/2026
CNPJ37___;1844515004;480542,2;04/02/2026
CNPJ37___;1844520006;250387,2;04/02/2026
CNPJ37___;1989045006;478564,09;04/02/2026
CNPJ37___;3044500006;273174,46;04/02/2026
CNPJ37___;3044600009;482552,93;04/02/2026
CNPJ37___;3044610006;260624,76;04/02/2026
CNPJ37___;3044615001;254321,96;04/02/2026
CNPJ37___;3044620003;108339,32;04/02/2026
CNPJ37___;3044700002;187933,34;04/02/2026
CNPJ37___;3044710009;91781,06;04/02/2026
CNPJ37___;3044720006;347060,44;04/02/2026
CNPJ37___;3046020003;150974,16;04/02/2026
CNPJ38___;1844500002;406416,98;04/02/2026
CNPJ38___;1844510009;482911,93;04/02/2026
CNPJ38___;1844515004;273124,07;04/02/2026
CNPJ38___;1844520006;119000,02;04/02/2026
CNPJ38___;1989045006;247183,41;04/02/2026
CNPJ38___;3044500006;155921,82;04/02/2026
CNPJ38___;3044600009;450686,32;04/02/2026
CNPJ38___;3044610006;211259,04;04/02/2026
CNPJ38___;3044615001;231676,39;04/02/2026
CNPJ38___;3044620003;184241,96;04/02/2026
CNPJ38___;3044700002;480727,31;04/02/2026
CNPJ38___;3044710009;201097,43;04/02/2026
CNPJ38___;3044720006;391869,82;04/02/2026
CNPJ38___;3046020003;386483,96;04/02/2026
CNPJ39___;1844500002;2727279,45;04/02/2026
CNPJ39___;1844510009;906781,2;04/02/2026
CNPJ39___;1844515004;2691696,36;04/02/2026
CNPJ39___;1844520006;3116998,71;04/02/2026
CNPJ39___;1989045006;1003926,9;04/02/2026
CNPJ39___;3044500006;1996725,78;04/02/2026
CNPJ39___;3044600009;3642829,95;04/02/2026
CNPJ39___;3044610006;3924045,17;04/02/2026
CNPJ39___;3044615001;529276,18;04/02/2026
CNPJ39___;3044620003;2677507,48;04/02/2026
CNPJ39___;3044700002;4586055,2;04/02/2026
CNPJ39___;3044710009;1980291,5;04/02/2026
CNPJ39___;3044720006;4699767,81;04/02/2026
CNPJ39___;3046020003;2954521,18;04/02/2026
CNPJ40___;1844500002;38058,91;04/02/2026
CNPJ40___;1844510009;7457,02;04/02/2026
CNPJ40___;1844515004;1610,38;04/02/2026
CNPJ40___;1844520006;35172,63;04/02/2026
CNPJ40___;1989045006;39112,89;04/02/2026
CNPJ40___;3044500006;47584,59;04/02/2026
CNPJ40___;3044600009;7902,77;04/02/2026
CNPJ40___;3044610006;48668,99;04/02/2026
CNPJ40___;3044615001;49282,64;04/02/2026
