empresaCNPJ;clienteId;tipoCliente;ticker;tickerID;DLT;DLTID;quantidade;valor;psavCustodiante;psavCustodiantePais;dataBase
CNPJ20___;CLIENTE178;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,08350632;390336,5;Z1234567;BR;06/02/2026
CNPJ7___;CLIENTE193;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,61256448;209823,4;Z1234567;BR;06/02/2026
CNPJ34___;CLIENTE189;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,06028551;160960,43;Z1234567;BR;06/02/2026
CNPJ34___;CLIENTE138;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,13972045;103955,81;Z1234567;BR;06/02/2026
CNPJ33___;CLIENTE70;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,01045516;444278,98;Z1234567;BR;06/02/2026
CNPJ30___;CLIENTE33;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,73054599;108340,18;Z1234567;BR;06/02/2026
CNPJ8___;CLIENTE49;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,63749913;464326,95;Z1234567;BR;06/02/2026
CNPJ16___;CLIENTE129;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,555479;36830,77;Z1234567;BR;06/02/2026
CNPJ2___;CLIENTE66;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,07528248;129748,91;Z1234567;BR;06/02/2026
CNPJ46___;CLIENTE172;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,49009125;469694,15;Z1234567;BR;06/02/2026
CNPJ42___;CLIENTE52;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,63133341;218287,41;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE158;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,70832344;264216,98;Z1234567;BR;06/02/2026
CNPJ35___;CLIENTE149;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,41939271;63941,86;Z1234567;BR;06/02/2026
CNPJ10___;CLIENTE108;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,42497563;447608,88;Z1234567;BR;06/02/2026
CNPJ23___;CLIENTE72;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,10348031;150329,62;Z1234567;BR;06/02/2026
CNPJ13___;CLIENTE189;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,89992641;394340,51;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE99;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,55050786;411805,54;Z1234567;BR;06/02/2026
CNPJ46___;CLIENTE152;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,2985186;131517,88;Z1234567;BR;06/02/2026
CNPJ49___;CLIENTE3;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,03250979;467198,13;Z1234567;BR;06/02/2026
CNPJ22___;CLIENTE74;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,64894432;360734,64;Z1234567;BR;06/02/2026
CNPJ27___;CLIENTE61;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,30162983;284442,77;Z1234567;BR;06/02/2026
CNPJ4___;CLIENTE125;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,30203225;55300,7;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE18;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,1648855;100733,28;Z1234567;BR;06/02/2026
CNPJ35___;CLIENTE61;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,22651261;453703,83;Z1234567;BR;06/02/2026
CNPJ10___;CLIENTE166;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,78376668;63498,72;Z1234567;BR;06/02/2026
CNPJ50___;CLIENTE3;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,31533088;481620,68;Z1234567;BR;06/02/2026
CNPJ33___;CLIENTE164;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,39796377;95520,77;Z1234567;BR;06/02/2026
CNPJ42___;CLIENTE4;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,89685953;329206,04;Z1234567;BR;06/02/2026
CNPJ31___;CLIENTE83;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,73269467;202586,44;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE111;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,15309785;214560,24;Z1234567;BR;06/02/2026
CNPJ44___;CLIENTE141;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,36085568;42468,89;Z1234567;BR;06/02/2026
CNPJ3___;CLIENTE159;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,04509799;199117,98;Z1234567;BR;06/02/2026
CNPJ48___;CLIENTE172;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,54299149;67790,7;Z1234567;BR;06/02/2026
CNPJ27___;CLIENTE141;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,18836417;77615,02;Z1234567;BR;06/02/2026
CNPJ8___;CLIENTE118;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,10567526;46272,98;Z1234567;BR;06/02/2026
CNPJ40___;CLIENTE74;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,74268269;426319,0;Z1234567;BR;06/02/2026
CNPJ42___;CLIENTE111;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,91713872;85364,87;Z1234567;BR;06/02/2026
CNPJ27___;CLIENTE4;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,15585589;432702,41;Z1234567;BR;06/02/2026
CNPJ34___;CLIENTE178;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,57988862;115696,83;Z1234567;BR;06/02/2026
CNPJ50___;CLIENTE18;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,56217082;374661,62;Z1234567;BR;06/02/2026
CNPJ46___;CLIENTE29;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,80506689;430573,47;Z1234567;BR;06/02/2026
CNPJ34___;CLIENTE168;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,21439687;364335,15;Z1234567;BR;06/02/2026
CNPJ4___;CLIENTE26;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,08665386;391157,7;Z1234567;BR;06/02/2026
CNPJ1___;CLIENTE150;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,75041839;431581,72;Z1234567;BR;06/02/2026
CNPJ21___;CLIENTE8;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,73080658;44802,65;Z1234567;BR;06/02/2026
CNPJ18___;CLIENTE13;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,83343164;393697,32;Z1234567;BR;06/02/2026
CNPJ3___;CLIENTE172;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,2801985;378135,24;Z1234567;BR;06/02/2026
CNPJ21___;CLIENTE50;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,97694133;76061,13;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE85;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,66968866;407659,9;Z1234567;BR;06/02/2026
CNPJ50___;CLIENTE192;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,72771285;21407,33;Z1234567;BR;06/02/2026
CNPJ8___;CLIENTE36;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,60512747;206665,98;Z1234567;BR;06/02/2026
CNPJ35___;CLIENTE61;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,38546509;234163,65;Z1234567;BR;06/02/2026
CNPJ17___;CLIENTE96;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,71702427;131129,16;Z1234567;BR;06/02/2026
CNPJ37___;CLIENTE187;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,84135762;479964,2;Z1234567;BR;06/02/2026
CNPJ8___;CLIENTE74;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,31297733;359753,84;Z1234567;BR;06/02/2026
CNPJ16___;CLIENTE127;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,15430202;365963,94;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE122;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,90063496;469880,57;Z1234567;BR;06/02/2026
CNPJ27___;CLIENTE170;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,61134959;152798,67;Z1234567;BR;06/02/2026
CNPJ47___;CLIENTE168;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,99194992;345234,29;Z1234567;BR;06/02/2026
CNPJ24___;CLIENTE116;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,20978912;278428,89;Z1234567;BR;06/02/2026
CNPJ47___;CLIENTE57;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,18161165;2498,57;Z1234567;BR;06/02/2026
CNPJ26___;CLIENTE176;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,04712611;387976,35;Z1234567;BR;06/02/2026
CNPJ21___;CLIENTE58;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,8469803;170454,74;Z1234567;BR;06/02/2026
CNPJ23___;CLIENTE166;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,66221863;166845,56;Z1234567;BR;06/02/2026
CNPJ36___;CLIENTE193;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,25250369;22287,18;Z1234567;BR;06/02/2026
CNPJ34___;CLIENTE30;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,93195933;89436,67;Z1234567;BR;06/02/2026
CNPJ37___;CLIENTE39;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,30708701;433438,3;Z1234567;BR;06/02/2026
CNPJ31___;CLIENTE147;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,10345252;15493,1;Z1234567;BR;06/02/2026
CNPJ40___;CLIENTE93;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,90348681;145243,28;Z1234567;BR;06/02/2026
CNPJ1___;CLIENTE7;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,64676594;266629,52;Z1234567;BR;06/02/2026
CNPJ44___;CLIENTE144;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,60988711;80070,44;Z1234567;BR;06/02/2026
CNPJ21___;CLIENTE48;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,94391567;358802,14;Z1234567;BR;06/02/2026
CNPJ9___;CLIENTE147;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,74216176;200280,52;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE129;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,62827207;105922,12;Z1234567;BR;06/02/2026
CNPJ9___;CLIENTE147;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,49576656;112206,92;Z1234567;BR;06/02/2026
CNPJ32___;CLIENTE59;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,4092831;83236,91;Z1234567;BR;06/02/2026
CNPJ11___;CLIENTE5;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,94333762;44091,58;Z1234567;BR;06/02/2026
CNPJ3___;CLIENTE138;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,4988419;375702,67;Z1234567;BR;06/02/2026
CNPJ5___;CLIENTE151;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,71740987;74453,21;Z1234567;BR;06/02/2026
CNPJ10___;CLIENTE164;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,54620217;136969,84;Z1234567;BR;06/02/2026
CNPJ1___;CLIENTE23;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,25450709;59429,34;Z1234567;BR;06/02/2026
CNPJ25___;CLIENTE32;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,88911453;308181,94;Z1234567;BR;06/02/2026
CNPJ36___;CLIENTE41;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,71513624;390926,57;Z1234567;BR;06/02/2026
CNPJ24___;CLIENTE56;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,63431564;116073,53;Z1234567;BR;06/02/2026
CNPJ47___;CLIENTE173;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,66567748;83242,07;Z1234567;BR;06/02/2026
CNPJ49___;CLIENTE26;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,52039467;462613,53;Z1234567;BR;06/02/2026
CNPJ46___;CLIENTE4;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,95620819;58091,28;Z1234567;BR;06/02/2026
CNPJ31___;CLIENTE82;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,2589074;385589,33;Z1234567;BR;06/02/2026
CNPJ42___;CLIENTE189;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,66591169;304186,15;Z1234567;BR;06/02/2026
CNPJ45___;CLIENTE8;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,0366102;466889,4;Z1234567;BR;06/02/2026
CNPJ5___;CLIENTE200;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,46363399;19213,91;Z1234567;BR;06/02/2026
CNPJ1___;CLIENTE101;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,4680975;34343,12;Z1234567;BR;06/02/2026
CNPJ17___;CLIENTE77;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,29495475;226887,08;Z1234567;BR;06/02/2026
CNPJ1___;CLIENTE139;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,60376547;75820,63;Z1234567;BR;06/02/2026
CNPJ18___;CLIENTE186;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,62957458;143828,62;Z1234567;BR;06/02/2026
CNPJ8___;CLIENTE106;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,93311922;310679,45;Z1234567;BR;06/02/2026
CNPJ21___;CLIENTE91;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,45011189;44505,58;Z1234567;BR;06/02/2026
CNPJ24___;CLIENTE43;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,86221611;41029,86;Z1234567;BR;06/02/2026
CNPJ23___;CLIENTE51;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,63114935;149774,03;Z1234567;BR;06/02/2026
CNPJ5___;CLIENTE110;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,60164676;6973,91;Z1234567;BR;06/02/2026
CNPJ44___;CLIENTE23;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,29022474;448963,48;Z1234567;BR;06/02/2026
CNPJ17___;CLIENTE176;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,39721299;184720,66;Z1234567;BR;06/02/2026
CNPJ8___;CLIENTE56;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,69861098;5047,7;Z1234567;BR;06/02/2026
CNPJ15___;CLIENTE157;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,29203321;77867,06;Z1234567;BR;06/02/2026
CNPJ17___;CLIENTE155;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,32646592;338890,21;Z1234567;BR;06/02/2026
CNPJ24___;CLIENTE154;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,32463686;299744,03;Z1234567;BR;06/02/2026
CNPJ7___;CLIENTE121;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,78991107;329397,13;Z1234567;BR;06/02/2026
CNPJ13___;CLIENTE94;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,02611096;458307,91;Z1234567;BR;06/02/2026
CNPJ48___;CLIENTE134;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,71869513;79968,51;Z1234567;BR;06/02/2026
CNPJ11___;CLIENTE174;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,44803758;251004,23;Z1234567;BR;06/02/2026
CNPJ5___;CLIENTE42;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,62520084;181661,85;Z1234567;BR;06/02/2026
CNPJ29___;CLIENTE23;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,81222738;12506,22;Z1234567;BR;06/02/2026
CNPJ5___;CLIENTE121;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,44598957;15771,49;Z1234567;BR;06/02/2026
CNPJ31___;CLIENTE116;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,98571614;132500,0;Z1234567;BR;06/02/2026
CNPJ39___;CLIENTE64;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,28079674;332984,28;Z1234567;BR;06/02/2026
CNPJ6___;CLIENTE55;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,87184755;300423,08;Z1234567;BR;06/02/2026
CNPJ39___;CLIENTE39;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,21247239;97857,04;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE171;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,24529308;86334,74;Z1234567;BR;06/02/2026
CNPJ16___;CLIENTE55;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,58144989;141290,0;Z1234567;BR;06/02/2026
CNPJ40___;CLIENTE128;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,05622675;218149,1;Z1234567;BR;06/02/2026
CNPJ18___;CLIENTE177;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,69758174;282819,24;Z1234567;BR;06/02/2026
CNPJ3___;CLIENTE123;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,0222334;383667,7;Z1234567;BR;06/02/2026
CNPJ1___;CLIENTE191;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,02623564;404841,9;Z1234567;BR;06/02/2026
CNPJ50___;CLIENTE3;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,56164256;408363,31;Z1234567;BR;06/02/2026
CNPJ30___;CLIENTE152;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,46787446;203773,66;Z1234567;BR;06/02/2026
CNPJ46___;CLIENTE18;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,25701777;484066,09;Z1234567;BR;06/02/2026
CNPJ48___;CLIENTE138;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,45656618;441400,97;Z1234567;BR;06/02/2026
CNPJ22___;CLIENTE122;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,22563021;171890,33;Z1234567;BR;06/02/2026
CNPJ35___;CLIENTE59;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,26567118;155123,2;Z1234567;BR;06/02/2026
CNPJ15___;CLIENTE65;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,41729986;89650,06;Z1234567;BR;06/02/2026
CNPJ29___;CLIENTE152;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,90570995;204124,54;Z1234567;BR;06/02/2026
CNPJ7___;CLIENTE116;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,85205639;113178,33;Z1234567;BR;06/02/2026
CNPJ20___;CLIENTE64;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,71091762;260179,98;Z1234567;BR;06/02/2026
CNPJ42___;CLIENTE107;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,73926099;143239,21;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE94;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,3357519;11357,76;Z1234567;BR;06/02/2026
CNPJ26___;CLIENTE51;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,9283261;358667,48;Z1234567;BR;06/02/2026
CNPJ39___;CLIENTE119;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,58264369;486035,87;Z1234567;BR;06/02/2026
CNPJ28___;CLIENTE59;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,49720314;466182,3;Z1234567;BR;06/02/2026
CNPJ49___;CLIENTE20;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,02623803;481069,19;Z1234567;BR;06/02/2026
CNPJ33___;CLIENTE162;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,09745219;183622,62;Z1234567;BR;06/02/2026
CNPJ33___;CLIENTE46;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,55384545;63829,03;Z1234567;BR;06/02/2026
CNPJ41___;CLIENTE160;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,47147362;490887,91;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE2;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,46555751;208130,83;Z1234567;BR;06/02/2026
CNPJ39___;CLIENTE56;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,90697126;84829,84;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE112;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,4286426;487531,02;Z1234567;BR;06/02/2026
CNPJ36___;CLIENTE96;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,34922612;356895,74;Z1234567;BR;06/02/2026
CNPJ14___;CLIENTE12;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,11032407;286976,46;Z1234567;BR;06/02/2026
CNPJ44___;CLIENTE31;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,29216451;281937,61;Z1234567;BR;06/02/2026
CNPJ20___;CLIENTE124;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,97106019;347987,62;Z1234567;BR;06/02/2026
CNPJ46___;CLIENTE122;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,99904091;68705,53;Z1234567;BR;06/02/2026
CNPJ42___;CLIENTE155;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,15361017;447696,4;Z1234567;BR;06/02/2026
CNPJ49___;CLIENTE62;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,10277788;351834,69;Z1234567;BR;06/02/2026
CNPJ32___;CLIENTE153;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,21750275;45674,19;Z1234567;BR;06/02/2026
CNPJ9___;CLIENTE191;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,95677237;183997,93;Z1234567;BR;06/02/2026
CNPJ36___;CLIENTE132;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,71815134;435046,53;Z1234567;BR;06/02/2026
CNPJ18___;CLIENTE164;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,73505796;367777,52;Z1234567;BR;06/02/2026
CNPJ43___;CLIENTE53;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,87712538;211222,46;Z1234567;BR;06/02/2026
CNPJ25___;CLIENTE148;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,64539765;94619,11;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE33;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,24392312;165893,82;Z1234567;BR;06/02/2026
CNPJ38___;CLIENTE99;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,58544639;479569,69;Z1234567;BR;06/02/2026
CNPJ20___;CLIENTE134;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,69774483;209363,21;Z1234567;BR;06/02/2026
CNPJ26___;CLIENTE94;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,21734791;356996,18;Z1234567;BR;06/02/2026
CNPJ12___;CLIENTE64;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,03597143;409798,02;Z1234567;BR;06/02/2026
