empresaCNPJ;clienteId;tipoCliente;ticker;tickerID;DLT;DLTID;quantidade;valor;psavCustodiante;psavCustodiantePais;dataBase
CNPJ31___;CLIENTE19;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,56744401;364984,24;Z1234567;BR;04/02/2026
CNPJ35___;CLIENTE63;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,48566531;260823,49;Z1234567;BR;04/02/2026
CNPJ24___;CLIENTE108;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,83957167;211657,08;Z1234567;BR;04/02/2026
CNPJ2___;CLIENTE163;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,52222404;424932,01;Z1234567;BR;04/02/2026
CNPJ42___;CLIENTE193;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,20096501;69421,82;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE107;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,21685877;444607,63;Z1234567;BR;04/02/2026
CNPJ40___;CLIENTE62;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,43918869;181760,47;Z1234567;BR;04/02/2026
CNPJ27___;CLIENTE10;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,357716;173401,42;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE196;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,74827788;392660,09;Z1234567;BR;04/02/2026
CNPJ45___;CLIENTE74;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,65173074;440723,95;Z1234567;BR;04/02/2026
CNPJ8___;CLIENTE160;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,73597275;288210,49;Z1234567;BR;04/02/2026
CNPJ27___;CLIENTE61;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,50132084;7146,23;Z1234567;BR;04/02/2026
CNPJ14___;CLIENTE66;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,08427635;58551,87;Z1234567;BR;04/02/2026
CNPJ10___;CLIENTE31;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,08939126;194185,52;Z1234567;BR;04/02/2026
CNPJ8___;CLIENTE80;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,5239308;278283,11;Z1234567;BR;04/02/2026
CNPJ44___;CLIENTE12;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,26561512;116569,21;Z1234567;BR;04/02/2026
CNPJ16___;CLIENTE159;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,75862466;28544,8;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE8;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,31995297;199969,9;Z1234567;BR;04/02/2026
CNPJ10___;CLIENTE120;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,56900163;260218,7;Z1234567;BR;04/02/2026
CNPJ48___;CLIENTE163;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,73090084;470007,85;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE34;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,99654857;435910,07;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE15;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,74924273;274009,81;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE199;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,44533417;238500,77;Z1234567;BR;04/02/2026
CNPJ16___;CLIENTE29;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,60048871;471183,49;Z1234567;BR;04/02/2026
CNPJ48___;CLIENTE115;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,99149423;444804,38;Z1234567;BR;04/02/2026
CNPJ15___;CLIENTE197;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,60651015;328007,61;Z1234567;BR;04/02/2026
CNPJ35___;CLIENTE26;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,32226352;283947,68;Z1234567;BR;04/02/2026
CNPJ44___;CLIENTE85;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,59396634;336547,24;Z1234567;BR;04/02/2026
CNPJ46___;CLIENTE38;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,51112453;418539,97;Z1234567;BR;04/02/2026
CNPJ32___;CLIENTE87;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,57861737;422450,27;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE16;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,36677407;291601,59;Z1234567;BR;04/02/2026
CNPJ26___;CLIENTE58;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,82972786;6837,27;Z1234567;BR;04/02/2026
CNPJ11___;CLIENTE26;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,25895909;167578,03;Z1234567;BR;04/02/2026
CNPJ49___;CLIENTE75;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,65174925;6948,87;Z1234567;BR;04/02/2026
CNPJ18___;CLIENTE129;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,6226877;171929,95;Z1234567;BR;04/02/2026
CNPJ50___;CLIENTE88;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,87124101;495363,31;Z1234567;BR;04/02/2026
CNPJ30___;CLIENTE105;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,75280903;108803,58;Z1234567;BR;04/02/2026
CNPJ31___;CLIENTE166;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,95998594;328640,97;Z1234567;BR;04/02/2026
CNPJ31___;CLIENTE31;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,73449685;363610,46;Z1234567;BR;04/02/2026
CNPJ39___;CLIENTE54;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,38568949;288639,27;Z1234567;BR;04/02/2026
CNPJ30___;CLIENTE108;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,35591955;254740,9;Z1234567;BR;04/02/2026
CNPJ9___;CLIENTE177;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,69506204;419146,42;Z1234567;BR;04/02/2026
CNPJ31___;CLIENTE171;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,27175881;286047,18;Z1234567;BR;04/02/2026
CNPJ43___;CLIENTE155;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,36473074;402178,46;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE51;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,19566913;168883,67;Z1234567;BR;04/02/2026
CNPJ39___;CLIENTE121;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,24688592;496567,54;Z1234567;BR;04/02/2026
CNPJ48___;CLIENTE133;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,01791166;487369,17;Z1234567;BR;04/02/2026
CNPJ2___;CLIENTE200;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,38199533;440939,31;Z1234567;BR;04/02/2026
CNPJ17___;CLIENTE75;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,29755644;272691,72;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE188;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,80269578;75848,29;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE46;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,01588893;293814,88;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE2;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,74390158;245920,31;Z1234567;BR;04/02/2026
CNPJ38___;CLIENTE166;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,81462188;310239,04;Z1234567;BR;04/02/2026
CNPJ2___;CLIENTE86;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,48033815;116197,16;Z1234567;BR;04/02/2026
CNPJ44___;CLIENTE185;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,66728171;201759,77;Z1234567;BR;04/02/2026
CNPJ34___;CLIENTE190;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,73753162;371468,08;Z1234567;BR;04/02/2026
CNPJ10___;CLIENTE189;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,91825229;320809,47;Z1234567;BR;04/02/2026
CNPJ26___;CLIENTE197;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,14952706;229164,01;Z1234567;BR;04/02/2026
CNPJ17___;CLIENTE167;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,48052905;485230,5;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE65;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,16407389;28541,41;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE62;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,061166;425576,75;Z1234567;BR;04/02/2026
CNPJ24___;CLIENTE102;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,83699391;388996,8;Z1234567;BR;04/02/2026
CNPJ20___;CLIENTE195;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,54375509;136653,41;Z1234567;BR;04/02/2026
CNPJ29___;CLIENTE71;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,94902764;97304,86;Z1234567;BR;04/02/2026
CNPJ32___;CLIENTE95;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,48244834;189024,14;Z1234567;BR;04/02/2026
CNPJ36___;CLIENTE105;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,1295063;161539,55;Z1234567;BR;04/02/2026
CNPJ48___;CLIENTE34;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,34715952;366791,29;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE14;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,60916855;254278,22;Z1234567;BR;04/02/2026
CNPJ33___;CLIENTE20;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,07806524;87263,34;Z1234567;BR;04/02/2026
CNPJ28___;CLIENTE14;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,40966904;43364,75;Z1234567;BR;04/02/2026
CNPJ27___;CLIENTE28;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,80153931;42032,84;Z1234567;BR;04/02/2026
CNPJ17___;CLIENTE121;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,04157069;175527,0;Z1234567;BR;04/02/2026
CNPJ19___;CLIENTE132;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,08263137;380398,68;Z1234567;BR;04/02/2026
CNPJ39___;CLIENTE109;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,75339094;486633,26;Z1234567;BR;04/02/2026
CNPJ31___;CLIENTE144;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,80131127;336830,31;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE21;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,23309278;293704,05;Z1234567;BR;04/02/2026
CNPJ32___;CLIENTE25;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,70713786;377687,77;Z1234567;BR;04/02/2026
CNPJ7___;CLIENTE94;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,56217379;474505,56;Z1234567;BR;04/02/2026
CNPJ24___;CLIENTE82;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,49740082;40076,73;Z1234567;BR;04/02/2026
CNPJ10___;CLIENTE109;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,60566919;382381,81;Z1234567;BR;04/02/2026
CNPJ28___;CLIENTE120;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,2263128;86597,5;Z1234567;BR;04/02/2026
CNPJ22___;CLIENTE196;1;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,13084426;263148,64;Z1234567;BR;04/02/2026
CNPJ9___;CLIENTE35;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,18091101;166777,04;Z1234567;BR;04/02/2026
CNPJ19___;CLIENTE61;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,71389007;192022,94;Z1234567;BR;04/02/2026
CNPJ6___;CLIENTE103;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,94600946;126452,58;Z1234567;BR;04/02/2026
CNPJ4___;CLIENTE175;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,70366168;90493,12;Z1234567;BR;04/02/2026
CNPJ25___;CLIENTE34;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,94685649;103353,02;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE93;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,8351094;313448,8;Z1234567;BR;04/02/2026
CNPJ25___;CLIENTE146;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,30949314;378696,9;Z1234567;BR;04/02/2026
CNPJ31___;CLIENTE108;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,7130989;446576,22;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE110;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,24472887;235850,15;Z1234567;BR;04/02/2026
CNPJ2___;CLIENTE154;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,4894047;215832,34;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE121;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,78765979;296918,35;Z1234567;BR;04/02/2026
CNPJ3___;CLIENTE43;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,46152262;47558,38;Z1234567;BR;04/02/2026
CNPJ14___;CLIENTE162;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,2947024;95047,43;Z1234567;BR;04/02/2026
CNPJ7___;CLIENTE44;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,54636002;95520,24;Z1234567;BR;04/02/2026
CNPJ31___;CLIENTE40;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,88907603;27530,99;Z1234567;BR;04/02/2026
CNPJ32___;CLIENTE189;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,15589829;455036,77;Z1234567;BR;04/02/2026
CNPJ14___;CLIENTE114;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,30721988;134675,91;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE95;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,14809936;298155,97;Z1234567;BR;04/02/2026
CNPJ44___;CLIENTE176;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,70062555;419684,68;Z1234567;BR;04/02/2026
CNPJ36___;CLIENTE198;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,25870191;82693,07;Z1234567;BR;04/02/2026
CNPJ7___;CLIENTE192;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,95736913;377812,3;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE130;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,87986846;336524,87;Z1234567;BR;04/02/2026
CNPJ10___;CLIENTE21;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,02355451;40634,34;Z1234567;BR;04/02/2026
CNPJ29___;CLIENTE120;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,61356632;47114,16;Z1234567;BR;04/02/2026
CNPJ36___;CLIENTE171;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,9339578;428003,88;Z1234567;BR;04/02/2026
CNPJ49___;CLIENTE179;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,3543453;4017,13;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE142;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,39848413;164184,97;Z1234567;BR;04/02/2026
CNPJ3___;CLIENTE68;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,03957496;215911,04;Z1234567;BR;04/02/2026
CNPJ48___;CLIENTE76;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,16355404;339322,69;Z1234567;BR;04/02/2026
CNPJ8___;CLIENTE132;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,04371907;358880,88;Z1234567;BR;04/02/2026
CNPJ47___;CLIENTE185;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,45717472;405653,25;Z1234567;BR;04/02/2026
CNPJ29___;CLIENTE129;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,38844346;105002,36;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE141;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,25008374;83829,15;Z1234567;BR;04/02/2026
CNPJ25___;CLIENTE144;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,70014325;297177,11;Z1234567;BR;04/02/2026
CNPJ7___;CLIENTE86;2;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,55137849;328381,46;Z1234567;BR;04/02/2026
CNPJ12___;CLIENTE146;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,37998428;297235,61;Z1234567;BR;04/02/2026
CNPJ35___;CLIENTE189;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,26453278;332137,76;Z1234567;BR;04/02/2026
CNPJ9___;CLIENTE164;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,8621919;131837,21;Z1234567;BR;04/02/2026
CNPJ28___;CLIENTE4;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,02518929;179512,89;Z1234567;BR;04/02/2026
CNPJ40___;CLIENTE100;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,84718411;166406,84;Z1234567;BR;04/02/2026
CNPJ36___;CLIENTE130;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,34755306;297825,21;Z1234567;BR;04/02/2026
CNPJ38___;CLIENTE57;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,76189649;316256,91;Z1234567;BR;04/02/2026
CNPJ30___;CLIENTE193;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,80272366;300724,29;Z1234567;BR;04/02/2026
CNPJ29___;CLIENTE184;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,65579947;12588,44;Z1234567;BR;04/02/2026
CNPJ18___;CLIENTE64;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,5349314;270004,03;Z1234567;BR;04/02/2026
CNPJ49___;CLIENTE167;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,27056606;266382,78;Z1234567;BR;04/02/2026
CNPJ8___;CLIENTE105;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,29104858;299073,24;Z1234567;BR;04/02/2026
CNPJ39___;CLIENTE8;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,49999359;119696,46;Z1234567;BR;04/02/2026
CNPJ2___;CLIENTE77;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,05432595;146901,29;Z1234567;BR;04/02/2026
CNPJ46___;CLIENTE92;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,64153538;35845,55;Z1234567;BR;04/02/2026
CNPJ18___;CLIENTE196;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,10390283;48797,58;Z1234567;BR;04/02/2026
CNPJ8___;CLIENTE165;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,45163308;209511,44;Z1234567;BR;04/02/2026
CNPJ39___;CLIENTE89;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,92686827;451209,13;Z1234567;BR;04/02/2026
CNPJ42___;CLIENTE12;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,20274314;429359,91;Z1234567;BR;04/02/2026
CNPJ1___;CLIENTE88;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,94361158;485327,89;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE76;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,71860324;12854,7;Z1234567;BR;04/02/2026
CNPJ2___;CLIENTE15;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;6,17972836;181329,8;Z1234567;BR;04/02/2026
CNPJ15___;CLIENTE106;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,8005131;273904,3;Z1234567;BR;04/02/2026
CNPJ22___;CLIENTE29;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,7322913;338069,54;Z1234567;BR;04/02/2026
CNPJ20___;CLIENTE163;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;2,37026528;117179,28;Z1234567;BR;04/02/2026
CNPJ18___;CLIENTE84;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;4,12378938;420166,35;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE168;1;XRP;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,99818751;248718,59;Z1234567;BR;04/02/2026
CNPJ24___;CLIENTE82;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;7,67028145;118919,75;Z1234567;BR;04/02/2026
CNPJ40___;CLIENTE141;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,87496337;104529,58;Z1234567;BR;04/02/2026
CNPJ4___;CLIENTE136;2;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,05342077;245997,88;Z1234567;BR;04/02/2026
CNPJ5___;CLIENTE26;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,82630216;438535,21;Z1234567;BR;04/02/2026
CNPJ37___;CLIENTE186;1;SOL;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,32355671;450229,92;Z1234567;BR;04/02/2026
CNPJ27___;CLIENTE127;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,17747878;379037,07;Z1234567;BR;04/02/2026
CNPJ46___;CLIENTE38;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,45020523;401366,64;Z1234567;BR;04/02/2026
CNPJ23___;CLIENTE4;1;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;0,14227985;411642,14;Z1234567;BR;04/02/2026
CNPJ39___;CLIENTE93;1;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,63204298;336433,4;Z1234567;BR;04/02/2026
CNPJ46___;CLIENTE167;2;BTC;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;5,25350165;398633,63;Z1234567;BR;04/02/2026
CNPJ42___;CLIENTE6;2;ADA;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;8,465379;430171,75;Z1234567;BR;04/02/2026
CNPJ33___;CLIENTE65;2;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;1,79554953;251829,86;Z1234567;BR;04/02/2026
CNPJ29___;CLIENTE105;2;ETH;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;9,70561581;263372,92;Z1234567;BR;04/02/2026
CNPJ18___;CLIENTE56;1;USDT;tickerID_exemplo;DLT_exemplo;DLTID_exemplo;3,85114341;244300,75;Z1234567;BR;04/02/2026
